fighter_id,Current_Elo,name,birthdate,aka,associations,class_weight,country,city,weight (lbs),sex,height,height (cm),Age,TotalRingTime2,KnockedOut,KnockOuts,ConsecutiveLosses,UFCFightNumber2,date,SinceLastFight,EloSinceLastFight,Unnamed: 0.1,fight_pk,fighter,kd,kds_received,method,pass,res,rev,round_finished,rounds,sig_reg_mixture,sig_reg_percent,sig_strike_attempts,sig_strike_landed,sig_strike_percent,sig_strikes_avoided,sig_strikes_received,strike_attempts,strike_landed,strike_percent,strikes_avoided,strikes_received,sub_attempts,td_attempts,td_landed,td_percent,tds_defended,tds_received,time,weight_class,Unnamed: 0,matched_name,pytime,RingTime,TotalRingTime,UFCFightNumber,Normal_RingTime,subs_landed,lost_by_sub,five_rounds,kd_cumsum,kds_received_cumsum,sig_strike_attempts_cumsum,sig_strike_landed_cumsum,sig_strikes_avoided_cumsum,sig_strikes_received_cumsum,strike_attempts_cumsum,strike_landed_cumsum,strikes_avoided_cumsum,strikes_received_cumsum,sub_attempts_cumsum,subs_landed_cumsum,lost_by_sub_cumsum,td_attempts_cumsum,td_landed_cumsum,tds_defended_cumsum,tds_received_cumsum,kd_cumsum_normalized,kds_received_cumsum_normalized,sig_strike_attempts_cumsum_normalized,sig_strike_landed_cumsum_normalized,sig_strikes_avoided_cumsum_normalized,sig_strikes_received_cumsum_normalized,strike_attempts_cumsum_normalized,strike_landed_cumsum_normalized,strikes_avoided_cumsum_normalized,strikes_received_cumsum_normalized,sub_attempts_cumsum_normalized,subs_landed_cumsum_normalized,lost_by_sub_cumsum_normalized,td_attempts_cumsum_normalized,td_landed_cumsum_normalized,tds_defended_cumsum_normalized,tds_received_cumsum_normalized,sig_strike_pct,sig_strike_avoided_pct,strike_pct,strike_avoided_pct,subs_pct,td_pct,td_avoided_pct
e02dabff9a124fee8ee4f67c4920f719,1199.2975328274754,Scott Morris,,,[],Heavyweight,United States,"Arlington, Texas",210.0,M,6.0,182.88,,50.0,1.0,0.0,1.0,2.0,1994-03-11,11037.0,-16.70246717252462,15222.0,1.0,Scott Morris,0.0,0.0,Submission,0.0,W,,1.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,0.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,00:20:00,Men_Catchweight,2363.0,Scott Morris,20.0,20.0,50.0,2.0,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,13.0,2.0,2.0,10.0,20.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,9.6,15.6,2.4,2.4,12.0,24.0,1.2,1.2,0.0,2.4,1.2,0.0,0.0,1.0,0.3809523809523809,1.0,0.3333333333333333,1.0,0.5,0.0
a03d8275299c40158c4c58d5efec4bb2,1184.0,Sean Daugherty,1975-12-04,,[],Light Heavyweight,United States,"Akron, Ohio",190.0,M,5.1,155.45,48.0,20.0,0.0,0.0,1.0,1.0,1994-03-11,11037.0,-16.0,15223.0,1.0,Sean Daugherty,0.0,0.0,Submission,0.0,L,,1.0,1.0,0.8,0.1111111111111111,4.0,0.0,0.0,0.0,1.0,5.0,1.0,0.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,00:20:00,Men_Catchweight,2372.0,Sean Daugherty,20.0,20.0,20.0,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,5.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,3.0,15.0,3.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
44fcd1ac5f2846598b6df154fcb115e0,1183.263693206478,Ray Wizard,,,[],Middleweight,United States,"Los Angeles, California",180.0,M,5.1,155.45,,58.0,0.0,0.0,1.0,1.0,1994-03-11,11037.0,-16.73630679352209,15221.0,2.0,Ray Wizard,0.0,0.0,Submission,0.0,L,,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,00:58:00,Men_Catchweight,2371.0,Ray Wizard,58.0,58.0,58.0,1.0,0.9666666666666668,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0344827586206895,1.0344827586206895,0.0,1.0344827586206895,2.0689655172413794,2.0689655172413794,0.0,1.0344827586206895,0.0,0.0,1.0344827586206895,0.0,0.0,1.0344827586206895,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
8fc893e322944914afa9b8b2775b9dcc,1214.6273679535536,Johnny Rhodes,,,[],Heavyweight,United States,"Las Vegas, Nevada",210.0,M,6.0,182.88,,987.0,0.0,0.0,1.0,3.0,1994-03-11,11037.0,-16.63632525292428,15218.0,3.0,Johnny Rhodes,0.0,0.0,KO/TKO,0.0,W,,1.0,1.0,0.1976744186046511,0.8252427184466019,17.0,11.0,0.6470588235294118,1.0,4.0,86.0,74.0,0.8604651162790697,7.0,95.0,0.0,1.0,1.0,1.0,0.0,0.0,12:13:00,Men_Catchweight,2360.0,Johnny Rhodes,733.0,733.0,987.0,3.0,16.45,0.0,0.0,0.0,1.0,0.0,55.0,28.0,11.0,13.0,133.0,99.0,18.0,107.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.060790273556231,0.0,3.3434650455927053,1.702127659574468,0.668693009118541,0.790273556231003,8.085106382978724,6.01823708206687,1.0942249240121582,6.504559270516718,0.060790273556231,0.060790273556231,0.060790273556231,0.060790273556231,0.060790273556231,0.0,0.0,0.509090909090909,0.4583333333333333,0.7443609022556391,0.144,1.0,1.0,0.0
eb318bda72874482b04ecbc5ad95683a,1184.0,David Levicki,,,[],Super Heavyweight,United States,"Orem, Utah",290.0,M,6.5,198.12,,733.0,1.0,0.0,1.0,1.0,1994-03-11,11037.0,-16.0,15219.0,3.0,David Levicki,0.0,0.0,KO/TKO,0.0,L,,1.0,1.0,0.0490196078431372,0.9252336448598132,5.0,4.0,0.8,6.0,11.0,102.0,95.0,0.931372549019608,12.0,74.0,0.0,0.0,0.0,0.0,0.0,1.0,12:13:00,Men_Catchweight,2370.0,David Levicki,733.0,733.0,733.0,1.0,12.216666666666669,0.0,0.0,0.0,0.0,0.0,5.0,4.0,6.0,11.0,102.0,95.0,12.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4092769440654843,0.3274215552523874,0.4911323328785811,0.9004092769440655,8.34924965893588,7.776261937244202,0.9822646657571624,6.057298772169168,0.0,0.0,0.0,0.0,0.0,0.0,0.0818553888130968,0.8,0.3529411764705882,0.931372549019608,0.1395348837209302,0.0,0.0,0.0
253f5ba597f44f8abbf120a770afc459,1216.0,Frank Hamaker,,,[],Heavyweight,Netherlands,Amsterdam,245.0,M,6.2,188.98,,292.0,0.0,1.0,0.0,1.0,1994-03-11,11037.0,16.0,15216.0,4.0,Frank Hamaker,0.0,0.0,Submission,1.0,W,,1.0,1.0,0.2,0.8888888888888888,3.0,2.0,0.6666666666666666,0.0,0.0,15.0,14.0,0.9333333333333332,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,04:52:00,Men_Catchweight,2368.0,Frank Hamaker,292.0,292.0,292.0,1.0,4.866666666666666,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,15.0,14.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.6164383561643836,0.4109589041095891,0.0,0.0,3.082191780821918,2.876712328767124,0.0,0.0,0.6164383561643836,0.2054794520547945,0.0,0.2054794520547945,0.2054794520547945,0.2054794520547945,0.0,0.6666666666666666,0.0,0.9333333333333332,0.0,0.3333333333333333,1.0,1.0
f91a91f572524502b323cfee31bf6bb9,1184.0,Thaddeus Luster,,,[],Light Heavyweight,United States,"Van Nuys, California",200.0,M,6.3,192.02,,292.0,1.0,0.0,1.0,1.0,1994-03-11,11037.0,-16.0,15217.0,4.0,Thaddeus Luster,0.0,0.0,Submission,0.0,L,,1.0,1.0,,,0.0,0.0,0.0,1.0,2.0,0.0,0.0,,1.0,14.0,0.0,1.0,0.0,0.0,0.0,1.0,04:52:00,Men_Catchweight,2369.0,Thaddeus Luster,292.0,292.0,292.0,1.0,4.866666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,14.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2054794520547945,0.4109589041095891,0.0,0.0,0.2054794520547945,2.876712328767124,0.0,0.0,0.2054794520547945,0.2054794520547945,0.0,0.0,0.2054794520547945,0.0,0.3333333333333333,0.0,0.0666666666666666,0.0,0.0,0.0
14b551a54933415a8e1f4d3bbfc76196,1200.0,Orlando Wiet,1965-10-24,"""The Gladiator""",['Team Wiet'],Welterweight,France,Nancy,170.0,M,5.1,155.45,58.0,259.0,1.0,0.0,1.0,2.0,1994-03-11,11037.0,-16.0,15214.0,5.0,Orlando Wiet,0.0,0.0,KO/TKO,0.0,W,,1.0,1.0,0.8,0.7037037037037037,12.0,8.0,0.6666666666666666,4.0,2.0,15.0,11.0,0.7333333333333333,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,02:50:00,Men_Catchweight,2361.0,Orlando Wiet,170.0,170.0,259.0,2.0,4.316666666666666,0.0,0.0,0.0,0.0,0.0,14.0,9.0,4.0,9.0,22.0,16.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.2432432432432434,2.084942084942085,0.9266409266409268,2.084942084942085,5.096525096525097,3.7065637065637063,0.9266409266409268,2.084942084942085,0.0,0.0,0.0,0.0,0.0,0.0,0.4633204633204633,0.6428571428571429,0.3076923076923077,0.7272727272727273,0.3076923076923077,0.0,0.0,0.0
418a0d55ccfc47fbb3dd3f4ff29421bf,1184.0,Robert Lucarelli,,,[],Heavyweight,United States,"Schenectady, New York",245.0,M,6.2,188.98,,170.0,1.0,0.0,1.0,1.0,1994-03-11,11037.0,-16.0,15215.0,5.0,Robert Lucarelli,0.0,0.0,KO/TKO,0.0,L,,1.0,1.0,1.0,0.3333333333333333,6.0,2.0,0.3333333333333333,4.0,8.0,6.0,2.0,0.3333333333333333,4.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,02:50:00,Men_Catchweight,2367.0,Robert Lucarelli,170.0,170.0,170.0,1.0,2.833333333333333,0.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,8.0,6.0,2.0,4.0,11.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.117647058823529,0.7058823529411764,1.4117647058823528,2.8235294117647056,2.117647058823529,0.7058823529411764,1.4117647058823528,3.882352941176471,0.3529411764705882,0.0,0.0,0.3529411764705882,0.3529411764705882,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2666666666666666,0.0,1.0,0.0
ec090baa3f5848918f497937714a51a5,1216.3784866373167,Remco Pardoel,1969-05-23,"""Grizzly""",['Pardoel Sports'],Heavyweight,Netherlands,Oss,250.0,M,6.2,188.98,55.0,1703.0,0.0,0.0,1.0,5.0,1995-09-08,10491.0,-16.825445016638923,15122.0,51.0,Remco Pardoel,0.0,0.0,Submission,0.0,W,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,0.0,0.0,03:05:00,Men_Catchweight,2336.0,Remco Pardoel,185.0,185.0,1703.0,5.0,28.383333333333333,1.0,0.0,0.0,0.0,0.0,17.0,13.0,6.0,6.0,52.0,47.0,12.0,45.0,4.0,2.0,2.0,4.0,4.0,1.0,1.0,0.0,0.0,0.5989430416911333,0.4580152671755725,0.2113916617733411,0.2113916617733411,1.83206106870229,1.655901350557839,0.4227833235466823,1.5854374633000587,0.1409277745155607,0.0704638872577803,0.0704638872577803,0.1409277745155607,0.1409277745155607,0.0352319436288901,0.0352319436288901,0.7647058823529411,0.5,0.903846153846154,0.2105263157894736,0.5,1.0,0.5
2f0065e570a54a479af7f329a09f8956,1184.0,Alberto Cerra Leon,,,[],Heavyweight,Spain,Lemoa,231.0,M,5.8,176.78,,591.0,0.0,0.0,1.0,1.0,1994-03-11,11037.0,-16.0,15213.0,6.0,Alberta Cerra Leon,0.0,0.0,Submission,0.0,L,,1.0,1.0,0.2727272727272727,0.7142857142857143,3.0,1.0,0.3333333333333333,2.0,4.0,11.0,9.0,0.8181818181818182,2.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,09:51:00,Men_Catchweight,2366.0,Alberto Cerra Leon,591.0,591.0,591.0,1.0,9.85,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,4.0,11.0,9.0,2.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3045685279187817,0.1015228426395939,0.2030456852791878,0.4060913705583756,1.116751269035533,0.9137055837563453,0.2030456852791878,2.030456852791878,0.0,0.0,0.1015228426395939,0.0,0.0,0.0,0.1015228426395939,0.3333333333333333,0.3333333333333333,0.8181818181818182,0.0909090909090909,0.0,0.0,0.0
a9a9a2966e734b77a50abb2f87c18b45,1184.736306793522,Scott Baker,,,[],Heavyweight,United States,Utah,210.0,M,6.0,182.88,,401.0,1.0,0.0,1.0,1.0,1994-03-11,11037.0,-15.26369320647791,15211.0,7.0,Scott Baker,0.0,0.0,Submission,2.0,L,,1.0,1.0,0.0869565217391304,0.56,2.0,0.0,0.0,2.0,3.0,23.0,14.0,0.6086956521739131,5.0,20.0,0.0,1.0,1.0,1.0,1.0,0.0,06:41:00,Men_Catchweight,2365.0,Scott Baker,401.0,401.0,401.0,1.0,6.683333333333334,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,23.0,14.0,5.0,20.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.2992518703241895,0.0,0.2992518703241895,0.4488778054862842,3.4413965087281797,2.0947630922693268,0.7481296758104737,2.992518703241895,0.0,0.0,0.1496259351620947,0.1496259351620947,0.1496259351620947,0.1496259351620947,0.0,0.0,0.4,0.6086956521739131,0.2,0.0,1.0,1.0
c16fc58b0cb64e6a83d3293d8619b918,1186.1965245402773,Minoki Ichihara,1968-06-30,,['Daido Juku'],Middleweight,Japan,Shimane,178.0,M,5.7,173.74,55.0,308.0,0.0,0.0,1.0,1.0,1994-03-11,11037.0,-13.803475459722677,15209.0,8.0,Minoki Ichihara,0.0,0.0,Submission,0.0,L,,1.0,1.0,0.4375,0.6521739130434783,7.0,3.0,0.4285714285714285,2.0,2.0,16.0,12.0,0.75,4.0,110.0,0.0,0.0,0.0,0.0,0.0,1.0,05:08:00,Men_Catchweight,2364.0,Minoki Ichihara,308.0,308.0,308.0,1.0,5.133333333333334,0.0,1.0,0.0,0.0,0.0,7.0,3.0,2.0,2.0,16.0,12.0,4.0,110.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3636363636363635,0.5844155844155844,0.3896103896103896,0.3896103896103896,3.1168831168831166,2.3376623376623376,0.7792207792207791,21.428571428571427,0.0,0.0,0.1948051948051948,0.0,0.0,0.0,0.1948051948051948,0.4285714285714285,0.5,0.75,0.0350877192982456,0.0,0.0,0.0
2ca7fa0785a648f5a26af4c1216934eb,1184.736306793522,Fred Ettish,1955-10-12,,[],Middleweight,United States,"Bemiji, Minnesota",180.0,M,6.0,182.88,68.0,187.0,0.0,0.0,1.0,1.0,1994-03-11,11037.0,-15.26369320647791,15205.0,10.0,Fred Ettish,0.0,1.0,Submission,0.0,L,,1.0,1.0,0.6363636363636364,0.6111111111111112,7.0,4.0,0.5714285714285714,16.0,13.0,11.0,7.0,0.6363636363636364,17.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,03:07:00,Men_Catchweight,2362.0,Fred Ettish,187.0,187.0,187.0,1.0,3.1166666666666667,0.0,1.0,0.0,0.0,1.0,7.0,4.0,16.0,13.0,11.0,7.0,17.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.320855614973262,2.2459893048128343,1.2834224598930482,5.133689839572193,4.171122994652406,3.5294117647058822,2.2459893048128343,5.454545454545454,6.737967914438503,0.0,0.0,0.320855614973262,0.0,0.0,0.0,0.0,0.5714285714285714,0.5517241379310345,0.6363636363636364,0.4473684210526316,0.0,0.0,0.0
3baba6a109364e5a84df735486bd069a,1204.8354260249366,Keith Hackney,1958-04-15,"""The Giant Killer""",[],Light Heavyweight,United States,"Addison, Illinois",200.0,M,5.11,155.75,66.0,774.0,0.0,0.0,2.0,4.0,1995-12-16,10392.0,-14.687630736274059,15107.0,59.0,Keith Hackney,0.0,0.0,Submission,0.0,L,,1.0,1.0,1.0,0.25,4.0,1.0,0.25,3.0,7.0,4.0,1.0,0.25,4.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,02:39:00,Men_Catchweight,2334.0,Keith Hackney,159.0,159.0,774.0,4.0,12.9,0.0,1.0,0.0,1.0,0.0,81.0,47.0,19.0,19.0,88.0,54.0,22.0,64.0,1.0,1.0,2.0,0.0,0.0,4.0,2.0,0.0775193798449612,0.0,6.27906976744186,3.643410852713178,1.4728682170542635,1.4728682170542635,6.821705426356589,4.186046511627906,1.7054263565891472,4.961240310077519,0.0775193798449612,0.0775193798449612,0.1550387596899224,0.0,0.0,0.3100775193798449,0.1550387596899224,0.5802469135802469,0.5,0.6136363636363636,0.2558139534883721,1.0,0.0,0.6666666666666666
